reviewer
Yuejin Zhang
Nighat Mir
Sayed Afaq Hussain
Canan Bayraktar
Halûk Gümüskaya
Oguz Karan
Peter V. Coveney
Stefan J. Zasada
Fumiya Iida
Louis-Simon Lussier
Sandra Roy
Sophie Ringuette
Frédéric Gava
Jean Fortin
A. S. Arora
Amit Kaul
Sushil Chauhan
Arwen I. Davé
Christopher P. McKay
Robert N. Bowman
J. M. Hans du Buf
José I. Rodrigues
João M. F. Rodrigues
Miguel Serrão
B. Jyostna Devi
K. V. K. Kishore
Naralasetti Veeranjaneyulu
Lee Martie
Spencer Rugaber
Habibollah Mokhtari
Hamid Reza Tadayon
Maryam Jahanbakhsh
Nahid Tavakoli
Adele Hedrick
Ken Q. Pu
A. Nirmal Kumar
N. Kasthuri
S. T. Sadish Kumar
V. Ashok
Irene Yarovsky
Nevena Todorova
João Sarraipa
Ramón Fabregat
Ricardo Jardim-Gonçalves
Silvia Baldiris
Brian Berenbach
Florian Schneider
Joan Lu
Raoul Pascal Pein
Alberto Nuñez
César Andrés
Mercedes G. Merayo
Jack J. Dongarra
Piotr Luszczek
Yulu Jia
Andy Georgi
Robin Geyer
Wolfgang E. Nagel
Amit J. Lopes
R. Lezama
Roque Rodríguez
Hana Sochorová
Tomas Liska
Tomas Sochor
Predrag T. Tosic
Ricardo Vilalta
Erin Barnes
Jin-Woo Park
Qiyi Lu
Xingye Qiao
Yan Li
Youping Deng
Dirk Ribbrock
Dominik Göddeke
Markus Geveler
Stefan Turek
Irfanullah
Khanok Ratanakhanokchai
Ratchanee Saiprajong
Surapong Pinitglang
Tossaporn Dussadee
Bill Tseng
Oscar H. Salcedo
Eshwar Singh
Cosmina Ivan
Vasile Dadarlat
Brian Kjersten
Claire Jaja
Clare R. Voss
Douglas M. Briesch
Reginald L. Hobbs
Bulent Erenay
Gürsel A. Süer
Meng-Yun Chen
David A. Ham
Graham R. Markall
Paul H. J. Kelly
Azman Ta'a
A. Fernández
Antonio Albacete
E. Asenjo
Enrique J. Gómez
Francisco M. Sánchez-Margallo
Ignacio Oropesa
José Francisco Noguera-Aguilar
Patricia Sánchez-González
Vicente Romero
D. SuganyaDevi
G. Padmavathi
Artur Ekert
Alistair P. Rendell
Gary Trucks
Joseph Antony
Michael J. Frisch
Rui Yang 0005
Felix Mödritscher
Domingo Giménez
Javier Cuenca 0001
Luis-Pedro García
Elizabeth R. Jessup
Erik Silkensen
Geoffrey Belter
Ian Karlin
Jeremy G. Siek
Bruno Thooris
Daniel Pomarède
Arno Leist
Daniel P. Playne
Kenneth A. Hawick
Alfonso Niño
Camelia Muñoz-Caro
Javier Díaz
Rosa M. Badia
Sebastián Reyes
L. Latha
S. Thangasamy
Ariadna Padrós
Fernando Pérez Morente
Alexander F. Sax
Reinhard Johann Maurer
Gianluca Berrettini
Luca Potì
Matteo Giacalone
Sandro Iannaccone
Abani K. Patra
E. Bruce Pitman
Jon Dehn
Marcus Bursik
Matthew D. Jones
Michael Pavolonis
Peter W. Webley
Puneet Singla
Reza Madankan
Tarunraj Singh
Claudio Gheller
Klaus Dolag
Martin Reinecke
Marzia Rivi
Mel Krokos
Zhefan Jin
Florina M. Ciorba
Mark F. Horstemeyer
Sebastien Groh
Antonio Ferrández
Jose-Norberto Mazón
Katia Vila
Tao Luan
Xin-She Yang 0001
Haixiang Shi
Weiguo Liu
Wolfgang Müller-Wittig
Shahrbanou Mehrbabak
Yasaman Hamidi
Yasin Hamidi
Cees de Laat
Dmitry Vasyunin
Reginald Cushing
Robert J. Meijer
Rudolf J. Strijkers
José Manuel Neto Vieira
Nuno A. S. Dias
Pedro R. M. Rosa
Sérgio Ivan Lopes
Óscar F. F. Lopes
Chao An
Yongen Cai
Christos N. Schizas
Kleanthis C. Neokleous
Ashish Misra
Ganesh Sriram
Joseph Johnnie
Mark Austin
Matt Conway
Ponnadurai Ramasami
Andrei Kramer
Nicole Radde
Anna Paszynska
Bartosz Bosak
Carles Bona-Casas
Daniel Harezlak
Eric Lorenz
Eryk Ciepiela
Joris Borgdorff
Katarzyna Rycerz
Mariusz Mamonski
Tomasz Gubala
Tomasz Piontek
Andreas Neumann 0004
D. Grether
Kai Nagel
Uwe Jaekel
Abdul Aziz Jemain
Choong-Yeun Liong
Nor Azura Md Ghani
Saadi Bin Ahmad Kamaruddin
Duminda Wijesekera
KamalEldin Mohamed
Bill S. Hansson
Linda S. Kuebler
Shannon B. Olsson
Anthony Vodacek
John P. Kerekes
Matthew J. Hoffman 0001
Giuseppe Caggianese
Ugo Erra
B. Fornet
François Rogier
Guillaume Dufour
Mehul Motani
Wai-Choong Wong
Yu Lu 0003
Alexander B. Degtyarev
Yury V. Logvinenko
Leszek F. Demkowicz
Janos Perczel
Ulf Leonhardt
Carlos M. Ituarte-Villarreal
Jose F. Espiritu
Nicolas Lopez
Fabrice Dupros
Hideo Aochi
Cijo George
Sathish S. Vadhiyar
Albert Poater
Andrea Correa
Francesco Ragone
Luigi Cavallo
Manel Garrido
Manel Poch
Sònia Pérez
Eli Koffi Kouassi
Hiroyuki Kitagawa
Toshiyuki Amagasa
Charlie D. Frowd
Michael W. Schreiner
Feixiong Liao
Harry J. P. Timmermans
Jianwei Zhang 0008
Theo A. Arentze
Oleg V. Ilyin
Vladimir V. Aristov
A. I. Trivedi
N. G. Chitaliya
Mozhgan Khosravi Rostami
Jun Koseki
Masanori Tachikawa
Umpei Nagashima
Yukiumi Kita
Ashok Krishnamurthy
Jan Mandel
Jonathan D. Beezley
Loren Cobb
Md. Rafiul Hassan
Mustafizur Rahman 0003
Rajkumar Buyya
Borzoo Pourabdollahian
Endris Kerga
Marco Taisch
Kenan Avdic
Nicolas Melot
Patrick Cichowski
Ansar-Ul-Haque Yasar
Christine Körner
Davy Janssens
Dino Pedreschi
Fosca Giannotti
Geert Wets
Hendrik Stange
Luk Knapen
Michael May 0001
Mirco Nanni
Roberto Trasarti
Sebastian Bothe
Sungjin Cho
Tom Bellemans
Ichiro Satoh
Hiroto Imachi
Kento Emoto
Gerold Hoelzl
Masahiro Nisiba
Andreas Karlberger
Christian Brecher
Johannes A. Nittinger
Ivan Soukal
Martina Hedvicaková
Maria Petrou
Stefanos Zafeiriou
Emmanuel Melin
Hiep-Thuan Do
Sébastien Limet
Manfred Mücke
Thang Viet Huynh
Arianna Menciassi
Francesco Greco
Paolo Dario
Silvia Taccola
Toshinori Fujie
Virgilio Mattoli
Jiang Liu 0001
Yanwu Xu 0001
Zhuo Zhang 0001
Eduardo Blanco 0001
Maria-Esther Vidal
Blesson Varghese
Gerard T. McKee
Vassil Alexandrov
Herre van Oostendorp
Saraschandra Karanam
Jakob Axelsson
Joakim Fröberg
Sara Dersten
Gábor Piszter
Krisztián Kertész
László Péter Biró
Zofia Vértesy
Zsolt Bálint
Nazli Ebrahimi
Reza Sigari Tabrizi
Sahal Ali Al-Marwai
Christoph Fuchß
Stefan Stieglitz
Joakim Sundnes
Rodrigo Weber dos Santos
Cheng Wang 0011
Mingyan He
Pengtao Sun
Ziping Huang
Patrick T. Hester
Thomas J. Meyers
Alessandra Tesei
Ronald T. Kessel
Hong Liu 0014
Zhong-Yuan Lu
Allan Snavely
Andrew A. Chien
Mark Gahagan
Maryam Delpisheh
Mieczyslaw A. Klopotek
Szymon Chojnacki
António Leça Coelho
Hugo da Silva
João Tiago Pinheiro Neto Jacob
Rui Rodrigues 0001
Dimitri N. Mavris
Joosung Kang
Scott J. Duncan
Ashok Rao
G. Hemantha Kumar
Mohammad Imran
Belhassen Mazigh
Mohamed Garoui
George Gueorguiev
Vyacheslav Glukh
Brian J. Sauser
Edward W. Bauer
Matin Sarfaraz
Jichi Guo
Qing Yi
Horng-Jer Shieh
M. S. Vijaya
P. Sivagami
V. Sujitha
G. Dick van Albada
Mitsuhisa Sato
Satoshi Matsuoka
Neda Mohammadi
Vahid Ghorbani
Aniket Pande
Milind Rane
Rahulkumar Koche
Satyajit N. Kautkar
Tushar Keskar
Aaron S. Campbell
William S. Ford
Nilgün Cevher-Kalburan
Özlem Yurt
Nasim Noorafkan Roohi
Ilya O. Ryzhov
Georgi V. Hristov
Plamen Z. Zahariev
Roger Jianxin Jiao
Yangjian Ji
Yitao Liu
Amirreza Masoumzadeh
James Joshi
Ah-Hwee Tan
Jonathan H. Chan
Özerk Önder
Abel Ochigbo
Mahmoud Shehadeh
Nader Ebrahimi 0001
Eirik Hole
Joe Manfredonia
Mark A. Ardis
Hisham Ihshaish
Miquel A. Senar
Ewa Gajda-Zagórska
Robert Schaefer
Karl Fürlinger
Malcolm Yoke Hean Low
Michael Lees
Muzhou Xiong
Suiping Zhou
Wentong Cai 0001
Abdulmutalib Masaud-Wahaishi
Ahmed M. Gaouda
Dario Bonino
Fulvio Corno
Luigi De Russis
Jeff DePree
Reiji Suda
Takehiko Nawata
Manuel Rodríguez-Martínez
Melvin Greer
Gaurav Bhatnagar
Ahmad El Kouche
Louai Al-Awami
Cristina d'Alessandro
Pier Carlo Trucco
Abdelfettah Belghith
Adel Ben Mnaouer
Mohamed Aissa
Daniel Davenport
David Menaker
Rosemary D. Paradis
Sarah M. Taylor
Abdulmotaleb El-Saddik
Eric Torunski
Mauricio Orozco Trujillo
Rana Othman
Erich Schikuta
Peter Paul Beran
Ralph Vigne
Werner Mach
Amal El Fallah Seghrouchni
Andrei Olaru
Cédric Herpson
Kenji Tei
Marius Tudor Benea
Nga Thi Thuy Nguyen
Ryo Shimizu
Shinichi Honiden
Susumu Toriumi
Valentina Baljak
Kristina Lugo
Marjan Laal
Chia-Tai Chan
Chih-Ning Huang
Evan Asfoura
Gamal Kassem
Reiner R. Dumke
Robert Neumann
Béatrice S. Hasler
Nathan Labhart
Hakima Chaouchi
Oscar Botero
Abishek Thekkeyil Kunnath
Maneesha Vinodini Ramesh
Preeja Pradeep
Stephen H. Anderson
X. Liu
Hasan Erdinc Kocer
Kerim Kursat Cevik
James Heusner
Rungkarn Siricharoenchai
Treepop Sunpetchniyom
Wasin Sinthupinyo
Hartini Saripan
Zaiton Hamin
Alessandro Veneziani
Marta D'Elia
Hideyuki Usui
Masanori Nunami
Tatsuki Matsui
Toseo Moritaka
Yohei Yagi
Christopher Oster
David Fried
Grant Soremekun
Hongman Kim
Peter Menegay
Mike Russell
Barbara Kump
Günter Beham
Stefanie N. Lindstaedt
Tobias Ley
Jakob Zscheischler
Miguel D. Mahecha
Stefan Harmeling
Marcela Sokolova
Joaquim Ferreira da Silva
João Ventura 0002
Frank Bauer 0002
Jürgen Gausemeier
Vinzent Rudtsch
Brian Blanton
Carola Kaiser
Hartmut Kaiser
Howard Lander
Jason Fleming
John McGee
Kendra Dresback
Randy Kolar
Rick A. Luettich
Serge N. Andrianov
Filippo Caschera
Martin M. Hanczyc
Farnaz Zamani Esfahlani
Sina Khanmohammadi
Asif Lakhany
Christina C. Christara
Duy Minh Dang
Kenneth R. Jackson
Arash Shaban-Nejad
David L. Buckeridge
Jinan El-Hachem
Laurette Dubé
Volker Haarslev
Jianlong Tan
Jing Guo
Li Guo 0001
A. M. Fadel
H. I. Sayed
Sherif Ahmed Mourad
Mariusz Uchronski
Mieczyslaw Wodecki
Wojciech Bozejko
Dennis Guster
Renat A. Sultanov
Muamer N. Mohammad
Norrozila Sulaiman
Osama Abdulkarim Muhsin
John Khalil
Ramiro Liscano
Dashi I. Singham
Joshua A. White
Gang Su
Guofang Li
Hong Zhou
Bibhudendra Acharya
Mukul Dhar Sharma
Sourabh Tiwari
Vinay Kumar Minz
Hiroyuki Mori
Yoshihiro Ogita
Carles Blavi
Imma Boada
Mateu Sbert
Voravika Wattanasoontorn
Munam Ali Shah
Naveed Ahmed
Sijing Zhang
Elham Parvinnia
Koorush Ziarati
Mansoor Zolghadri Jahromi
Mohammad R. Moosavi
Mohammad Jalali
Nasser Ghasem-Aghaee
Jakub Klímek
Martin Necaský
Saleha Raza
Maissa Ben Jamâa
Yasir Kayani
Farshad Merrikh-Bayat
Anna V. Korobko
Tatyana G. Penkova
Mohd Izani Mohamed Rawi
Morteza Zahedi
Seyed Mahdi Salehi
Jumat Sulaiman
Mohammad Khatim Hasan
Samsul Ariffin Abdul Karim
Irina Georgescu
Jani Kinnunen
Javier A. Flores
Patricia Nava
Amélie Cessieux
Aparna Das
Camille Massot
Francine Diener
Gilles Bernot
Jean-Paul Comet
Kevin R. Ward
Kittisak Koombua
Ramana M. Pidaparti
Angelo Bassi
Antoine Heidmann
Domenico Giulini
Jean-Michel Raimond
Markus Arndt
Alessandro De Gloria
Elisa Lavagnino
Francesca Maria Dagnino
Francesco Bellotti
Igor S. Mayer
Riccardo Berta
Marlies Bitter-Rijpkema
Peter B. Sloep
Rory L. L. Sie
Peter I. Frazier
David R. Jacques
Jason B. Clark
Amy C. Sims
Armand Bankhead III
Emiliano Mancini
Ralph S. Baric
Shannon K. McWeeney
Eric Smith
Ramakanth Gona
Chao Yang 0001
Esmond G. Ng
Preeti Malakar
Vijay Natarajan
Ali Seydi Keçeli
P. Gnanasivam
S. Muttan
Kensuke Tanioka
Anne G. Rosenwald
Gaurav S. Arora
Janet S. Russell
Jennifer Roecklein-Canfield
Ramana Madupu
Alexandra Queirós
Ana Isabel Martins
António J. S. Teixeira
Margarida Cerqueira
Nelson Pacheco da Rocha
Mutlu Ercan
Tankut Acarman
Haibin Xie
Xiujuan Zhao
Ben Paechter
Callum Egan
Emma Hart
Ingi Helgason
Jay Bradley
Zuzana Reitermanová
Ala Abu-Zahra
Amjad Rattrout
William Puech
Zafar Shahid
Ahmed Khalafallah
Mohamed Abdel-Raheem
Alan C. Farrell
Jun Peng
Frédéric Loulergue
Julien Tesson
Anushka Michailova
Saleh Amirriazi
Tom Peachey
Harish Prakash
Felix Tsipis
Franck Assous
Ann Yoshimura
Todd D. Plantenga
Yung Ryn Choe
Eddie Yee-Tak Ma
Ariane Oliveira Ferreira
Denis Silva da Silveira
Simone Bacellar Leal Ferreira
Alireza Esmaeili
Alireza Pakgohar 0001
Mohadeseh Khalili
Jaroslav Sklenar
Pavel Popela
Jongwoon Hwang
Sunyoung Lee
Woong Hee Kim
Leon F. McGinnis
"Zilin ""Elizabeth"" Tang"
Ali Elkateeb
Gilbert Paquette
Olga Mariño
Daniel Franco 0002
Diego Lugones
Gonzalo Zarza
Frode Eika Sandnes
Javier V. Gómez
Amirhossein Alibaygi
Esmail Karamidehkordi
Mehdi Karamidehkordi
Andreas Schäfer 0006
Dietmar Fey
Johannes Huber
Marcus J. Grote
Olaf Schenk
Chih-Hung Jen
Jia-Ming Wang
Noel Gregg
Robert L. Todd
YunJeong Chang
Alberto Anguita
José Crespo
Miguel García-Remesal
Raúl Alonso-Calvo
Victor Maojo
Carol May Yen Yeo
Farzad Salehi
Stefan D. Bruda
Yasir Malik
Valérie Emin
David J. Duke
Jason D. Wood
Jeremy Walton
Jungwook Seo
Ken Brodlie
Arndt Bode
Christof Klausecker
Dieter Kranzlmüller
Jens Volkert
Roland Wismüller
Brian Moriarty
Elizabeth Lennon
Emily Hromada
Frank DiCola
Kyle Buzby
Morisa Manzella
Joe Uzdzinski
Ryan Gove
David Echeverría Ciaurri
Louis J. Durlofsky
Obiajulu J. Isebor
Sébastien Li-Thiao-Té
Vafa Ghaffarian
Arminda Guerra
Joana Duarte
Agustin Gutierrez-Galvez
Alexandre Perera
Anders Lansner
Dominique Martinez
Jean-Pierre Rospars
Jordi Fonollosa
Krishna C. Persaud
P. Vershure
Romeo Beccherelli
Santiago Marco
T. Pearce
James Law
Mark H. Lee
Martin Hiilse
Patricia Shaw
Elenna R. Dugundji
László Gulyás
Daniela Ladiana
Michele Di Sivo
Andrea Guazzini
Andrea Passarella
Franco Bagnoli
Marco Conti
Khalid Elgazzar
Muhammad AboElFotoh
Patrick Martin 0001
Rossafri Mohamad
Toh Seong Chong
Stefano Vassanelli
Janet Light
Parthasarathy Subashini
William McIver
Jari Saarinen
Jose Vallet
Matthieu Myrsky
Maurizio Bocca
Ossi Kaltiokallio
Hisham Farahat
Ibrahim Sorkhoh
Khaled Mahdi
Maytham Safar
Mahdiyeh Alizadeh
Abiouye Wasiu
Akindejoye Kolade
Hua-Jun Fan
Stephen Bacon
Yubo Fan
António Coelho
Carlos Rebelo
Rui Guimarães
Vítor Oliveira
Igor Kanovsky
M. G. P. L. Narayana
Padmalata Nistala
Supriya Kummamuru
Atulya Nagar
Obinna Anya
Saad Amin
Ilker Yengin
Stefan Hempel
Oluf Roar Bjørset Tonning
Terje Rølvåg
Brahim Jawad
Frédéric Boyer
Pol Bernard Gossiaux
József Pálinkás
Zoltán Cséfalvay
Farideh Hakimiyan
Vali Derhami
Georgios Rokos
Chang Wook Ahn
Hyun-Tae Kim
Jong-Hyun Lee 0003
Erkam Güresen
Ismail Onden
Eda Gözde Girgin
Abdullah Bal
Semih Dinç
Dave A. Yuen
Gabriele Morra
Leonardo Quevedo
Philippe Chatelain
Daniel P. Schrage
Jackelynne Silva
Nikki Bauer
Phillip Wallace
Richard Meng
Caroline Amaba
Zak Moy
Abbas K. Zaidi
Ahmed Abu Jbara
Alexander H. Levis
Hans-Wolfgang Loidl
Mustafa Aswad
Philip W. Trinder
Kevin W. Bowman
Kumaresh Singh
M. Jardak
Meemong Lee
Daniel Kapusi
Max Schneider
Torsten Machleidt
Juan Felix Avila Herrera
Guoyu Ou
Xiaojun Li
Yang Gao
Ying Liu 0039
Daniel Rodríguez 0001
José Javier Dolado
Anne Trèhu
Malgorzata Peszynska
Marta Torres
Joël Chaskalovic
Mohammad Hossein Rezvani
Morteza Analoui
Petra Poulova
Aijun An
Dusan Stevanovic
Natalija Vlajic
Ali Amer Alwan
Fatimah Sidi
Nur Izura Udzir
Tan Chik Yip
Antoine Bossard
Keiichi Kaneko
Shietung Peng
Albert Sanders
Michael Volas
Tyler Milner
John B. Pendry
Aviad Sela
David Boaz
Lev Greenberg
Lior Limonad
Michael Masin
Nir Mashkif
Ran Rinat
Bettina Biel
Stefan Seitz
Volker Gruhn
Hrushikesh Narhar Mhaskar
J. Mofftt
K. R. Jayaraman
Ming Gu 0002
Shiv Chandrasekaran
Hong Zhang 0006
Atsushi Nakamura
Shinji Motoki
Nabeel Al-Qirim
Erin T. Ryan
J. Ritschel
Fernando G. Gonzalez
Bunthit Watanapa
Sunisa Sathapornvajana
Haidong Xue
Ming Xue
Nathan Dahl
Xiaolin Hu
António Valente
Hugo Martins
Salviano F. S. P. Soares
Sérgio Silva
Alan J. Forster
Alexandre Riazanov
Christopher J. O. Baker
Gregory W. Rose
Katia M. L. Charland
Robyn Tamblyn
Anthony Michel
Filipa Caetano
Florian Haeberlein
Erik Duval
Hermann Stern
Martin Friedrich
Martin Wolpers
Riina Vuorikari
Toine Bogers
Christian Brun-Buisson
Didier Guillemot
Laura Temime
Lidia Kardas-Sloma
Lulla Opatowski
Pierre-Yves Boëlle
Mohammed Alasli
Jean E. Roberts
Jérôme Jaffré
M. Mnejja
Melis Arzu Uyulgan
Senol Alpat
Sibel Kilns Alpat
Özge Özbayrak
Jay Walter Larson
Michael Tobis
Peter R. Briggs
Zhiquan Qi
Balasubramanian Raman
Derek Groen
Paola Grosso
Simon Portegies Zwart
Steven Rieder
Dogan Ibrahim
Daniele Buono
Marco Danelutto
Silvia Lametti
Sung Nam Hwang
Gerard Parr
Philip J. Morrow
Sally I. McClean
Timothy Patterson
Alice Ribeiro
Lília Aguardenteiro Pires
Nidal Qwasmi
A. Mladenowa
Alexander Becker
António Pereira 0001
Gustavo Reis
João Barroso 0001
Lee Scott Reis
Nathan Hotchkiss
Fet Seco Ip
Rodney Douglas
Erick Stattner
Martine Collard
Philippe Collard
Daniel Butnaru
Dirk Pflüger
Matthew E. Fitzgerald
Hisatake Yokouchi
Masahiro Nakao
Masato Yoshimi
Mitsunori Miki
Tomoyuki Hiroyasu
Bhalachandra L. Tembe
Ekadashi Pradhan
Krzysztof Kuznik
Clare Wright
Jeremy Hilton
M. Williams
Vasiliki Kiparoglou
Abolfazl Toroghi Haghighat
Behrooz Shahrokhzadeh
Fariborz Mahmoudi
Mohamadreza Shahrokhzadeh
Carmen Garcia
Isabella von Mengden
Martin Glos
Thomas Penzel
Dante Abate
Graziano Furini
Guido Guarnieri
R. Ciavarella
Samuele Pierattini
Silvio Migliori
Hassen Sallay
Mohsen Rouached
Leo Lei
Dave Evans
Simon Metson
Valentin Kuznetsov
R. Shah
Jason Dauby
Eliane Pinheiro Capra
Lisa Peairs
Tzu-Yi Chen
Paolo Bientinesi
Robert A. van de Geijn
Victor Eijkhout
Burak Kantarci
Hussein T. Mouftah
Mazen G. Khair
Bilal Khan
Kirk Dombrowski
Yuri Cantor
Gang Kou
Jun Li 0015
Yi Peng 0001
Yong Zhang
Andrew E. Mercer
Lance M. Leslie
Michael B. Richman
Abdellatif Mtibaa
Ahmed Azzouna
Amel Guezmil
Anis Sakly
Alessio Brutti
Anthony Lombard
Antonio Canclini
Augusto Sarti
Dejan Markovic
Edwin Mabande
Emanuël Anco Peter Habets
Fabio Antonacci
Konrad Kowalczyk
Luca Cristoforetti
Mark R. P. Thomas
Maurizio Omologo
Paolo Annibale
Paolo Bestagini
Patrick A. Naylor
Piergiorgio Svaizer
Rudolf Rabenstein
Walter Kellermann
Ike Anyanwu-Ebo
Joel Igba
John Friis
Kazem Alemzadeh
Katerina Kalyvioti
Tassos A. Mikropoulos
Daniel Crawl
Ilkay Altintas
Jianwu Wang 0001
Giuseppe Tradigo
Sergio Greco
Mandana Sotoodeh
Philippe Kruchten
Rachel Pottinger
Cheol-Heon Jeonga
Greg Evansa
Kelly Sabaliauskas
E. Kalantari D.
Haniyeh Kalantari D.
Sasan Maleki
V. S. Meenakshi
Elias D. Niño
Jeffrey L. Anderson
Anish Arora
Jin He
Jing Li 0061
Florence Sèdes
Julien Broisin
Mihaela Brut
Philippe Vidal
Valentin Butoianu
Richard W. Vuduc
Takahiro Katagiri
Cagin Kazimoglu
Lachlan M. MacKinnon
Liz Bacon
Mary Kiernan
Jonathan R. Nistler
Majura F. Selekwa
Chi-Wang Shu
Juan Cheng
Emirhan Gülçin Yildirim
Tamer Uçar
Hayao Miyagi
Ichiko Kinjo
Yui Miyagi
Rui Kang
Xing Pan
F. M. Selten
G. S. Duane
Jürgen Kurths
Ljupco Kocarev
N. Keenlyside
Wim Wiegerinck
Nupul Kukreja
Sheetal Swaroop Payyavula
Srinivas Padmanabhuni
Daniel Valenzuela 0002
Jose Monreal Jr.
Kenji Hernandez
Albert Albers
Christian Zingel
Louis E. Pape
Daniel Gonçalves 0002
Hugo Silva 0001
Margarida Lucas da Silva
Tiago João Guerreiro
Kamal Kant Bharadwaj
Shweta Tyagi
Adrien Eliche
Denis Barthou
Marouane Belaoucha
Sid Ahmed Ali Touati
Ahmet Artu Yildirim
Cem Özdogan
Go Iwai
Takashi Sasaki
Yoshiyuki Watase
Yutaka Kawai
Chad A. Steed
Daniel M. Ricciuto
David Erickson
Galen M. Shipman
Marcia L. Branstetter
Peter E. Thornton
Joel Svensson
Koen Claessen
Mary Sheeran
V. Raghavendar
V. Sridhar
Alessandro Curioni
Alexander M. Popov
F. Zipoli
G. N. Shumkin
Andrew M. White 0001
Chad A. Mello
Rory A. Lewis
J. F. Nystrom
Igor Chikalov
Jewahir AbuBekr
Mikhail Moshkov
Shahid Hussain 0004
Jean Utke
Laurent Hascoët
Michel Schanen
Andrew Bodenhamer
Carla Ramiro
Marcos Barreto 0001
Murilo Boratto
Pedro Alonso 0002
E. Jan W. ter Maten
H. J. Sihaloho
Stephanus J. L. van Eijndhoven
Theo G. J. Beelen
António M. R. Sousa
Filipe Fernandes
Hugo Fernandes
Hugo Paredes
Vítor Filipe
Aline da Silva Alves
Denis S. da Silva
Viviane Santos de Oliveira
A. Marcela Printista
Pablo Cristian Tissera
Devrim Seral
Mary Agoyi
Wenhan Jiang
Xiaofei Zhou
Allan Hanbury
Nicola Ferro 0001
Kevin W. Hamlen
Micah Jones
Mihai Marin-Perianu
Paul J. M. Havinga
Raluca Marin-Perianu
Stephan Bosch
Christoph Erath
Henry M. Tufo
Jose H. Garcia
Peter H. Lauritzen
Ahmed Almajid
Hernan Riquelme
Sadegh Torabi
Alexander Wöhrer
Ibrahim Elsayed
Peter Brezany
Thomas Feilhauer
Thomas Ludescher
Aditya Akundi
Francisco Zapata
Malinee Suksangpanomrung
Saowalak Kalapanulak
Supatcharee Netrphan
Treenut Saithong
Wanatsanan Siriwat
Eduardo S. Barrenechea
Paulo S. C. Alencar
A. Campo
Yann-Aël Le Borgne
Arkadiusz Szymczak
Josef Küng
Mario Buchmayr
Werner Kurschl
Jesus Boticario
William D. Schindel
Pier Giuseppe Rossi
Simone Carletti
A. Muruganandham
R. S. D. Wahida Banu
Ben Palmer
Ian Welch
Kris Bubendorfer
Evangelia Baralou
Georgios Vardaxoglou
Kuo-Chen Hung
Kuo-Ping Lin
Pei-Ti Wu
Ssu-Ping Lai
Ya-Ting Yu
Gang Dong
Jerome Yen
Kin Keung Lai
Donald E. Brown
Jon Fox
Blanca Morales
Christoph Veigl
Christoph Weiß
David Thaller
Franz Pühretmair
Gerhard Nussbaum
Roland Ossmann
Unai Díaz-Orueta
Philippe Roose
Quang Pham Hai
Sébastien Laborie
Anthony Mezzacappa
Eric J. Lingerfelt
J. A. Osborne
O. E. Bronson Messer
Reuben D. Budiardja
Georgios N. Yannakakis
Kostas Karpouzis
Noor Shaker
Stylianos Asteriadis
Li Zhang 0013
M. Alamgir Hossain
Soheil Salahshour
Tofigh Allahviranloo
H. K. Chethan
Leonard Petnga
Changzhi Liang
Fei Wang
Jianping Li 0001
Xiaolei Sun
Xiaoqian Zhu
Mahnaz Fatemi Aqda
Lasse Natvig
Mujahed Eleyat
Abdallah M'hamed
Anas El Husseini
Bachar El-Hassan
Mounir Mokhtari
Ibrahim Zeid
Sagar V. Kamarthi
Sivarit Sultornsanee
Arthur S. Bland
Jason D. Fowlkes
Mark Berger
Miguel Fuentes-Cabrera
Philip D. Rack
Trung Dac Nguyen
W. Michael Brown
Atul G. Kelkar
Brian L. Steward
Joseph Zambreno
Lakshmi Kiran Tondehal
Madhu Monga
Manoj Karkee
Song Sun
Abderrahmen Guermazi
Allaoua Chaoui
Fayçal Bachtarzi
Sofiane Chemaa
Takayuki Shiina
Enric Tejedor
Josep Lluis Gelpí
Romina Royo
Aliaksandr Pautsina
Dalibor Stys
Jan Urban
Jan Vanek
Petr Císar
Tomás Náhlík
Alden King
Scott B. Baden
Margherita Russo
Mauro Mattioli
Ruchira Ghose
Debora Clever
J. Carsten Ziems
Stefan Ulbrich
Rick Siow Mong Goh
Shyh-Hao Kuo
Terence Hung
Thorsten Matthias Riechers
James Ralph
Shirley Moore
Gudula Rünger
Michael Schwind
A. Schönbucher
F. Al-Qaessi
L. Abu-Farah
Andi Sumargo
Arun K. Datta
Pradip P. Dey
Victoria Jackson
Junyan Qian
Lingzhong Zhao
Anna T. Lawniczak
Shengkun Xie
Sven Tobisch
Bernd Heidergott
Djamil Aïssani
Karim Abbas
Gabriel G. Castañé
Jesús Carretero 0001
Rosa Filgueira
Mikhail Yu. Shashkov
Carlos Alvarez Pereira
Daniele Miorandi
Nikos D. Hatziargyriou
Pablo Viejo
S. Sukumaran
Hesham H. Ali
Kathryn Dempsey
Karl E. Kürten
Chuan-Ju Wang
Ming-Feng Tsai
Aysun Bozanta
Birgul Kutlu
Nuket Nowlan
Shervin Shirmohammadi
Stuart MacLean
Suprakash Datta
Tareq Adnan
John Klein
Gintautas Garsva
Paulius Danenas
Anurag D
Somprakash Bandyopadhyay
Srideep Ghosh
Curtis Iwata
Grant R. Brammer
Ralph W. Crosby
Suzanne J. Matthews
Tiffani L. Williams
Hilmi F. Ameen
Binu Muraleedharan Nair
Jacob Foytik
