key;title;author;booktitle;year;abstract;keywords;organization;type;reviewers;review;decision
journals/procedia/SaripanH11;The application of the digital signature law in securing internet banking: Some preliminary evidence from Malaysia.;Hartini Saripan|Zaiton Hamin;WCIT;2011;Est sed aliquam est dolorem dolore.;NLP|Big Data;University of Arkansas - Fayetteville;university;Leonardo Martinez|Madhulina Sarkar|Helwig Hauser;Sed porro dolor numquam eius consectetur ipsum.;accepted
journals/procedia/DEliaV10;Methods for assimilating blood velocity measures in hemodynamics simulations: Preliminary results.;Alessandro Veneziani|Marta D'Elia;ICCS;2010;Est sed aliquam est dolorem dolore.;Big Data|High Performance Computing;University of Montana - Missoula;university;Sahar Parsa|Luca Paolini|Giacomo Rondina;Sed porro dolor numquam eius consectetur ipsum.;accepted
journals/procedia/UsuiNMMY11;A Multi-Scale Electromagnetic Particle Code with Adaptive Mesh Refinement and Its Parallelization.;Hideyuki Usui|Masanori Nunami|Tatsuki Matsui|Toseo Moritaka|Yohei Yagi;ICCS;2011;Est sed aliquam est dolorem dolore.;Semantic Data|Data Structures|Machine Learning;Auburn University;university;Flavio Corradini|Stephen D. Brookes|Mahmoud Naghibzadeh;Sed porro dolor numquam eius consectetur ipsum.;accepted
journals/procedia/KimFMSO13;Application of Integrated Modeling and Analysis to Development of Complex Systems.;Christopher Oster|David Fried|Grant Soremekun|Hongman Kim|Peter Menegay;CSER;2013;Est sed aliquam est dolorem dolore.;Big Data|Machine Learning|Semantic Data;University of OsnabrÃ¼ck;university;Martin Milanic|Gloria Lucía Giraldo G.|Luis C. Corchón;Sed porro dolor numquam eius consectetur ipsum.;accepted
journals/procedia/Russell12;Using MBSE to Enhance System Design Decision Making.;Mike Russell;CSER;2012;Est sed aliquam est dolorem dolore.;High Performance Computing|Computer Networks;Tottori University;university;Ryan Mills|Brian F. Redmond|Akimichi Takemura;Sed porro dolor numquam eius consectetur ipsum.;accepted
journals/procedia/BehamKLL10;Recommending knowledgeable people in a work-integrated learning system.;Barbara Kump|Günter Beham|Stefanie N. Lindstaedt|Tobias Ley;RecSysTEL@RecSys;2010;Est sed aliquam est dolorem dolore.;Data Structures;University of Florida;university;Michael Schmidt 0002|Victoria Jackson|Babak Nasersharif;Sed porro dolor numquam eius consectetur ipsum.;accepted
journals/procedia/ZscheischlerMH12;Climate Classifications: the Value of Unsupervised Clustering.;Jakob Zscheischler|Miguel D. Mahecha|Stefan Harmeling;ICCS;2012;Est sed aliquam est dolorem dolore.;Data Engineering|Computer Networks|Semantic Data;University of CÃ¡diz;university;Geoff Keeling|Binu Muraleedharan Nair|Dino Gerardi;Sed porro dolor numquam eius consectetur ipsum.;accepted
journals/procedia/MohelskaS11;The creation of the qualitative scenarios in the virtual three-dimensional environment second life.;Hana Mohelska|Marcela Sokolova;WCIT;2011;Est sed aliquam est dolorem dolore.;Semantic Data;Etisalat;company;Juuso Toikka|Alexander Schmidt|Jan Lemeire;Sed porro dolor numquam eius consectetur ipsum.;accepted
journals/procedia/VenturaS12;Mining Concepts from Texts.;Joaquim Ferreira da Silva|João Ventura 0002;ICCS;2012;Est sed aliquam est dolorem dolore.;Semantic Data;Federal University of Rio Grande do Sul;university;Jussi Kujala|Sun Meng|Edwin V. Bonilla;Sed porro dolor numquam eius consectetur ipsum.;accepted
journals/procedia/NiuaS10;A new training method for sequence data.;Lingfeng Niu|Yong Shi 0001;ICCS;2010;Est sed aliquam est dolorem dolore.;Relational Databases|Data Mining;Enel;company;Katia Vila|Christian Barillot|Jianlong Tan;Sed porro dolor numquam eius consectetur ipsum.;accepted
journals/procedia/RudtschBG13;Approach for the Conceptual Design Validation of Production Systems using Automated Simulation-Model Generation.;Frank Bauer 0002|Jürgen Gausemeier|Vinzent Rudtsch;CSER;2013;Est sed aliquam est dolorem dolore.;Big Data|NLP|Data Engineering;University of Mississippi Medical Center;university;Yves Vanrompay|Roger Bielefeld|Hao Shi;Sed porro dolor numquam eius consectetur ipsum.;accepted
journals/procedia/BlantonMFKKLLDK12;Urgent Computing of Storm Surge for North Carolina's Coast.;Brian Blanton|Carola Kaiser|Hartmut Kaiser|Howard Lander|Jason Fleming|John McGee|Kendra Dresback|Randy Kolar|Rick A. Luettich;ICCS;2012;Est sed aliquam est dolorem dolore.;Machine Learning|Data Mining;California Institute of Technology;university;André Kurmann|Bill Kinnersley|Tilimbe Jiya;Sed porro dolor numquam eius consectetur ipsum.;accepted
journals/procedia/Andrianov10;Distributed computing in accelerator physics theory and technology.;Serge N. Andrianov;ICCS;2010;Est sed aliquam est dolorem dolore.;Semantic Data|Relational Databases;University of Valenciennes and Hainaut-Cambresis;university;Guanyu Zhou|Juan Sebastián Vargas Molano|Klaus Sengstock;Sed porro dolor numquam eius consectetur ipsum.;accepted
journals/procedia/HanczycCR11;Models of Minimal Physical Intelligence.;Filippo Caschera|Martin M. Hanczyc|Steen Rasmussen;FET;2011;Est sed aliquam est dolorem dolore.;Machine Learning;Intel;company;Matthew Haag|Jeff DePree|David Kempe 0001;Sed porro dolor numquam eius consectetur ipsum.;accepted
journals/procedia/KhanmohammadiDE12;A Fuzzy Inference Model for Predicting Irregular Human Behaviour During Stressful Missions.;Cihan H. Dagli|Farnaz Zamani Esfahlani|Sina Khanmohammadi;Complex Adaptive Systems;2012;Est sed aliquam est dolorem dolore.;Semantic Data|High Performance Computing;UniversitÃ© de Namur;university;Jason Parker|Junji Mawaribuchi|Fulvio Corno;Sed porro dolor numquam eius consectetur ipsum.;accepted
journals/procedia/DangCJL10;A PDE pricing framework for cross-currency interest rate derivatives.;Asif Lakhany|Christina C. Christara|Duy Minh Dang|Kenneth R. Jackson;ICCS;2010;Est sed aliquam est dolorem dolore.;Big Data;University of California, Davis;university;John A. Weymark|François Laviolette|Greg Gamble;Sed porro dolor numquam eius consectetur ipsum.;accepted
journals/procedia/El-HachemSHDB12;An OWL 2-Based Knowledge Platform Combining the Social and Semantic Webs for an Ambient Childhood Obesity Prevention System.;Arash Shaban-Nejad|David L. Buckeridge|Jinan El-Hachem|Laurette Dubé|Volker Haarslev;ANT/MobiWIS;2012;Est sed aliquam est dolorem dolore.;High Performance Computing|NLP|Data Mining;Drexel University;university;Ophir Frieder|José A. Scheinkman|Guido Sanguinetti;Sed porro dolor numquam eius consectetur ipsum.;accepted
journals/procedia/GuoZTG12;Mining Hot Topics from Twitter Streams.;Jianlong Tan|Jing Guo|Li Guo 0001|Peng Zhang 0001;ICCS;2012;Est sed aliquam est dolorem dolore.;Big Data|High Performance Computing;King's College London;university;Thiago F. Neves|Sergei Severinov|Vaughan R. Pratt;Sed porro dolor numquam eius consectetur ipsum.;accepted
journals/procedia/KozielOL12;Knowledge-Based Response Correction and Adaptive Design Specifications for Microwave Design Optimization.;Leifur Þ. Leifsson|Slawomir Koziel|Stanislav Ogurtsov;ICCS;2012;Est sed aliquam est dolorem dolore.;Data Mining|Big Data|Data Engineering;University of Texas MD Anderson Cancer Center;university;Sharon A. Jones|Corrado Biasi|Pradip P. Dey;Sed porro dolor numquam eius consectetur ipsum.;accepted
journals/procedia/SayedFM10;SWOOP: An adjustable global optimization technique.;A. M. Fadel|H. I. Sayed|Sherif Ahmed Mourad;ICCS;2010;Est sed aliquam est dolorem dolore.;NLP|Big Data|Machine Learning;University of Pittsburgh - Pittsburgh Campus;university;Ioannis Kospentaris|Huan Liu 0001|Sanasam Ranbir Singh;Sed porro dolor numquam eius consectetur ipsum.;accepted
journals/procedia/BozejkoUW11;Parallel estimation of the cost function for the flexible scheduling problemI.;Mariusz Uchronski|Mieczyslaw Wodecki|Wojciech Bozejko;ICCS;2011;Est sed aliquam est dolorem dolore.;Computer Networks|Data Mining;University of Sydney;university;Halbert White|Alessandra Tesei|P. Aarne Vesilind;Sed porro dolor numquam eius consectetur ipsum.;accepted
journals/procedia/SultanovG12;Coulomb Few-body Systems in the Framework of a Set of Coupled Integral-Differential Equations: Application to e;Dennis Guster|Renat A. Sultanov;ICCS;2012;Est sed aliquam est dolorem dolore.;Big Data;University of Regensburg;university;Katharina Fuerholzer|Alex Simpson|Richard Rödler;Sed porro dolor numquam eius consectetur ipsum.;accepted
journals/procedia/MohammadSM11;A novel intrusion detection system by using intelligent data mining in weka environment.;Muamer N. Mohammad|Norrozila Sulaiman|Osama Abdulkarim Muhsin;WCIT;2011;Est sed aliquam est dolorem dolore.;Data Engineering|Relational Databases|Semantic Data;Swiss Federal Institute of Technology in Zurich;university;J. S. Lemay|Jin Li|Thiruvengadam Radhakrishnan;Sed porro dolor numquam eius consectetur ipsum.;accepted
journals/procedia/KhalilL11;Wireless Sensor Actor Network Simulation for a Fire Extinguishing System.;John Khalil|Ramiro Liscano;ANT/MobiWIS;2011;Est sed aliquam est dolorem dolore.;Data Engineering|High Performance Computing|Big Data;Feng Chia University;university;A. Fayoumi|Bálint Szoke|Yun Zhou 0003;Sed porro dolor numquam eius consectetur ipsum.;accepted
journals/procedia/WhiteS12;Slope Stability Assessment using Stochastic Rainfall Simulation.;Dashi I. Singham|Joshua A. White;ICCS;2012;Est sed aliquam est dolorem dolore.;Relational Databases|Machine Learning|Data Mining;Hamamatsu University School of Medicine;university;Teck-Hou Teng|Yann LeCun|Jennifer Wortman Vaughan;Sed porro dolor numquam eius consectetur ipsum.;accepted
journals/procedia/ZhouSL11;Forecasting Daily Gas Load with OIHF-Elman Neural Network.;Gang Su|Guofang Li|Hong Zhou;ANT/MobiWIS;2011;Est sed aliquam est dolorem dolore.;Relational Databases|Data Engineering|NLP;Vrije Universiteit Brussel;university;Yonatan Amit|Haruo Takemura|Emiliano Mancini;Sed porro dolor numquam eius consectetur ipsum.;accepted
journals/procedia/AcharyaSTM10;Privacy protection of biometric traits using modified hill cipher with involutory key and robust cryptosystem.;Bibhudendra Acharya|Mukul Dhar Sharma|Sourabh Tiwari|Vinay Kumar Minz;Biometrics Technology;2010;Est sed aliquam est dolorem dolore.;Computer Networks;Duke University;university;Thomas Fernholz|Daniel Y. Chung|Stephen Coggeshall;Sed porro dolor numquam eius consectetur ipsum.;accepted
journals/procedia/OgitaM12;Parallel Dual Tabu Search for Capacitor Placement in Smart Grids.;Hiroyuki Mori|Yoshihiro Ogita;Complex Adaptive Systems;2012;Est sed aliquam est dolorem dolore.;High Performance Computing;Second Military Medical University;university;John Deaton|Weijia Wang 0001|Fabrizio Mattesini;Sed porro dolor numquam eius consectetur ipsum.;accepted
journals/procedia/WattanasoontornBBS12;The Framework of a Life Support Simulation Application.;Carles Blavi|Imma Boada|Mateu Sbert|Voravika Wattanasoontorn;VS-GAMES;2012;Est sed aliquam est dolorem dolore.;Data Mining|Data Structures|Big Data;CRH;company;Luca Del Frate|Fernando Vega-Redondo|Leo Lei;Sed porro dolor numquam eius consectetur ipsum.;accepted
journals/procedia/AhmedSZ12;Efficient Deployment of Relay Stations in IEEE802.16m for Cost Effective Performance.;Munam Ali Shah|Naveed Ahmed|Sijing Zhang;ANT/MobiWIS;2012;Est sed aliquam est dolorem dolore.;High Performance Computing|Data Engineering|Computer Networks;University of the Ryukyus;university;G. Dick van Albada|Shilan Kameli|Juan Sebastián Vargas Molano;Sed porro dolor numquam eius consectetur ipsum.;accepted
journals/procedia/ParvinniaMJZ11;Overfit prevention in adaptive weighted distance nearest neighbor.;Elham Parvinnia|Koorush Ziarati|Mansoor Zolghadri Jahromi|Mohammad R. Moosavi;WCIT;2011;Est sed aliquam est dolorem dolore.;Machine Learning;Ankara University;university;István Bársony|Dafna Shahaf|Cornelis Vuik;Sed porro dolor numquam eius consectetur ipsum.;accepted
journals/procedia/GideS11b;The use of e-CRM database to promote a value-breeding bond network: the case of Hawthorn football club of Australian rules.;Ergun Gide|S. M. Riad Shams;WCIT;2011;Est sed aliquam est dolorem dolore.;Computer Networks|Data Engineering|NLP;Nicolaus Copernicus University in ToruÅ„;university;Krzysztof Worytkiewicz|Philippe Rigollet|Thomas Furmston;Sed porro dolor numquam eius consectetur ipsum.;accepted
journals/procedia/JalaliG11;A Fuzzy Reputation System in Vehicular Ad hoc Networks.;Mohammad Jalali|Nasser Ghasem-Aghaee;ANT/MobiWIS;2011;Est sed aliquam est dolorem dolore.;Data Engineering|Data Mining;University of Palermo;university;Sören Ulonska|Max I. Kanovich|Steen Rasmussen;Sed porro dolor numquam eius consectetur ipsum.;accepted
journals/procedia/KlimekN12;On Inheritance in Conceptual Modeling for XML.;Jakub Klímek|Martin Necaský;ANT/MobiWIS;2012;Est sed aliquam est dolorem dolore.;High Performance Computing|NLP|Data Engineering;Oregon State University;university;Juho Rousu|Ron Holzman|Ângela Guimarães Pereira;Sed porro dolor numquam eius consectetur ipsum.;accepted
journals/procedia/RazaH11;Suspicious activity reporting using dynamic bayesian networks.;Sajjad Haider 0001|Saleha Raza;WCIT;2011;Est sed aliquam est dolorem dolore.;Data Structures|NLP;China Shenhua Energy;company;Toh Seong Chong|Helen C. Leligou|Kaamran Raahemifar;Sed porro dolor numquam eius consectetur ipsum.;accepted
journals/procedia/JamaaKK12;EasyLoc: RSS-Based Localization Made Easy.;Anis Koubaa|Maissa Ben Jamâa|Yasir Kayani;ANT/MobiWIS;2012;Est sed aliquam est dolorem dolore.;Relational Databases|Data Engineering|Data Mining;Purdue University, West Lafayette;university;Wentao Fan|Ioannis Caragiannis|Jan Schwinghammer;Sed porro dolor numquam eius consectetur ipsum.;accepted
journals/procedia/Merrikh-Bayat11a;Low-cost numerical algorithm to find the series solution of nonlinear fractional differential equations with delay.;Farshad Merrikh-Bayat;WCIT;2011;Est sed aliquam est dolorem dolore.;Machine Learning;University of California, San Diego;university;Itai Arieli|Cho-Jui Hsieh|Alexander B. Degtyarev;Sed porro dolor numquam eius consectetur ipsum.;accepted
journals/procedia/KorobkoP10;On-line analytical processing based on formal concept analysis.;Anna V. Korobko|Tatyana G. Penkova;ICCS;2010;Est sed aliquam est dolorem dolore.;Data Engineering|Machine Learning|Computer Networks;Queensland University of Technology;university;Matan Tsur|Carola Calabuig|Debra Facktor Lepore;Sed porro dolor numquam eius consectetur ipsum.;accepted
journals/procedia/RawiA11;Development of Intelligent Wireless Sensor Networks for Human Comfort Index Measurement.;Adnan Al-Anbuky|Mohd Izani Mohamed Rawi;ANT/MobiWIS;2011;Est sed aliquam est dolorem dolore.;Relational Databases|Data Engineering;Daiwa House Industry;company;Andrew McGregor 0001|Haoxiang Zhu|Ion Gh. Rosca;Sed porro dolor numquam eius consectetur ipsum.;accepted
journals/procedia/ZahediS11;License plate recognition system based on SIFT features.;Morteza Zahedi|Seyed Mahdi Salehi;WCIT;2011;Est sed aliquam est dolorem dolore.;Machine Learning;Samsung C&T;company;Jean-Daniel Zucker|Judy Illes|Zena M. Ariola;Sed porro dolor numquam eius consectetur ipsum.;accepted
journals/procedia/SulaimanHOK10;MEGSOR iterative method for the triangle element solution of 2D Poisson equations.;Jumat Sulaiman|Mohamed Othman|Mohammad Khatim Hasan|Samsul Ariffin Abdul Karim;ICCS;2010;Est sed aliquam est dolorem dolore.;Semantic Data|Data Engineering|NLP;Volkswagen Group;company;Daniel F. Garrett|Filomena Garcia|Rudolf Rabenstein;Sed porro dolor numquam eius consectetur ipsum.;accepted
journals/procedia/GeorgescuK11;Possibilistic risk aversion with many parameters.;Irina Georgescu|Jani Kinnunen;ICCS;2011;Est sed aliquam est dolorem dolore.;Big Data;Nomura;company;Seemu Sharma|Luca De Biase|Andrew Ellis;Sed porro dolor numquam eius consectetur ipsum.;accepted
journals/procedia/FloresSPN12;Senior Project Design Success and Quality: A Systems Engineering Approach.;Javier A. Flores|Oscar H. Salcedo|Patricia Nava|Ricardo Pineda;CSER;2012;Est sed aliquam est dolorem dolore.;High Performance Computing;University of Mississippi - Oxford Campus;university;Hajime Kobayashi|G. Padmavathi|Antonio Canclini;Sed porro dolor numquam eius consectetur ipsum.;accepted
journals/procedia/CometBDDMC12;Simplified Models for the Mammalian Circadian Clock.;Amélie Cessieux|Aparna Das|Camille Massot|Francine Diener|Gilles Bernot|Jean-Paul Comet;CSBio;2012;Est sed aliquam est dolorem dolore.;Big Data;LSU Health Sciences Center New Orleans;university;Chee Keong Kwoh 0001|Alexei Alexandrov|Ken Naono;Sed porro dolor numquam eius consectetur ipsum.;accepted
journals/procedia/LucaELA12;GRB_WAPI, a RESTful Framework for Grid Portals.;Daniele Lezzi|Giovanni Aloisio|Italo Epicoco|Valerio De Luca;ICCS;2012;Est sed aliquam est dolorem dolore.;Data Engineering|Computer Networks|Semantic Data;University of Nebraska Omaha;university;Bryan G. Norton|Jan Vanek|Hiroyuki Mori;Sed porro dolor numquam eius consectetur ipsum.;accepted
journals/procedia/PidapartiKW12;Multiscale Modeling Framework for Lung Airways Inflammation.;Kevin R. Ward|Kittisak Koombua|Ramana M. Pidaparti;ICCS;2012;Est sed aliquam est dolorem dolore.;Data Engineering|Data Structures;Poly Developments & Holdings Group;company;Jesse D. Bingham|Amir Herzberg|Chunhui Liu;Sed porro dolor numquam eius consectetur ipsum.;accepted
journals/procedia/ArndtBGHR11;Fundamental Frontiers of Quantum Science and Technology.;Angelo Bassi|Antoine Heidmann|Domenico Giulini|Jean-Michel Raimond|Markus Arndt;FET;2011;Est sed aliquam est dolorem dolore.;Data Structures;Eni;company;Radha Jagadeesan|Hiroyuki Iida|Carlos Alvarez Pereira;Sed porro dolor numquam eius consectetur ipsum.;accepted
journals/procedia/BellottiBGLDORUM12;Designing a Course for Stimulating Entrepreneurship in Higher Education through Serious Games.;Alessandro De Gloria|Elisa Lavagnino|Francesca Maria Dagnino|Francesco Bellotti|Igor S. Mayer|Margarida Romero|Michela Ott|Mireia Usart|Riccardo Berta;VS-GAMES;2012;Est sed aliquam est dolorem dolore.;Data Engineering;Cardiff University;university;Frank Penczek|Evangelia Baralou|Grzegorz M. Wójcik;Sed porro dolor numquam eius consectetur ipsum.;accepted
journals/procedia/SieBS10;A simulation for content-based and utility-based recommendation of candidate coalitions in virtual creativity teams.;Marlies Bitter-Rijpkema|Peter B. Sloep|Rory L. L. Sie;RecSysTEL@RecSys;2010;Est sed aliquam est dolorem dolore.;Relational Databases|Machine Learning;University of Colorado Denver;university;Muhammad Fakhruddin Hj Safian Shuri|Masanori Kawakita|Jérémie Mary;Sed porro dolor numquam eius consectetur ipsum.;accepted
journals/procedia/RyzhovFP10;On the robustness of a one-period look-ahead policy in multi-armed bandit problems.;Ilya O. Ryzhov|Peter I. Frazier|Warren B. Powell;ICCS;2010;Est sed aliquam est dolorem dolore.;High Performance Computing;University of Alberta;university;Filippo Mantovani|Masanori Tachikawa|Arun C. Surendran;Sed porro dolor numquam eius consectetur ipsum.;accepted
journals/procedia/ClarkJ12;Practical measurement of complexity in dynamic systems.;David R. Jacques|Jason B. Clark;CSER;2012;Est sed aliquam est dolorem dolore.;Big Data|Data Structures|Relational Databases;University of Bern;university;Nikos Tzevelekos|Alejandro Hernández Arieta|Stephen Coate;Sed porro dolor numquam eius consectetur ipsum.;accepted
journals/procedia/BankheadMSBMS11;A Simulation Framework to Investigate in vitro Viral Infection Dynamics.;Amy C. Sims|Armand Bankhead III|Emiliano Mancini|Peter M. A. Sloot|Ralph S. Baric|Shannon K. McWeeney;ICCS;2011;Est sed aliquam est dolorem dolore.;Machine Learning|Relational Databases|Data Structures;Peking Union Medical College;university;Mike Russell|Marco Taisch|Yann Régis-Gianas;Sed porro dolor numquam eius consectetur ipsum.;accepted
journals/procedia/GonaS11;Enterprise Transformation through Aspects and Levels: Zachman Bayesian Approach.;Eric Smith|Ramakanth Gona;Complex Adaptive Systems;2011;Est sed aliquam est dolorem dolore.;Semantic Data;University of North Carolina at Greensboro;university;Timothy J. Kehoe|A. S. M. Touhidul Islam|T. Pearce;Sed porro dolor numquam eius consectetur ipsum.;accepted
journals/procedia/MarisSVNY10;Scaling of ab-initio nuclear physics calculations on multicore computer architectures.;Chao Yang 0001|Esmond G. Ng|James P. Vary|Masha Sosonkina|Pieter Maris;ICCS;2010;Est sed aliquam est dolorem dolore.;Relational Databases|Big Data;Zijin Mining Group;company;Márcia Farias|Abdul Rauf Ambali|Vikash K. Mansinghka;Sed porro dolor numquam eius consectetur ipsum.;accepted
journals/procedia/MalakarNV11;InSt: An Integrated Steering Framework for Critical Weather Applications.;Preeti Malakar|Sathish S. Vadhiyar|Vijay Natarajan;ICCS;2011;Est sed aliquam est dolorem dolore.;NLP;University of ConcepciÃ³n;university;Damien Ernst|Pedro Teles|Jindong Liu;Sed porro dolor numquam eius consectetur ipsum.;accepted
journals/procedia/SeydiK11;Characteristic usage of Turkish internet users in office environment.;Ali Seydi Keçeli|Erzurumlu Kerem;WCIT;2011;Est sed aliquam est dolorem dolore.;Relational Databases|High Performance Computing|Big Data;Karolinska Institute;university;Kidane Yemane|Alberto Verdejo|David Thaller;Sed porro dolor numquam eius consectetur ipsum.;accepted
journals/procedia/GnanasivamM10;An efficient algorithm for fingerprint preprocessing and feature extraction.;P. Gnanasivam|S. Muttan;Biometrics Technology;2010;Est sed aliquam est dolorem dolore.;Computer Networks|Machine Learning|Data Engineering;University of Copenhagen;university;Yue Guan|Shaowei Ke|Edgar B. Lima;Sed porro dolor numquam eius consectetur ipsum.;accepted
journals/procedia/TaniokaY12;Subspace Hierarchical Clustering for Three-way Three-mode Data using Quadratic Regularization.;Hiroshi Yadohisa|Kensuke Tanioka;Complex Adaptive Systems;2012;Est sed aliquam est dolorem dolore.;Data Mining|Semantic Data|Machine Learning;Yanbian University;university;Yinbin Lei|Håkan Salwén|Neelke Doorn;Sed porro dolor numquam eius consectetur ipsum.;accepted
journals/procedia/RosenwaldAMRR12;The Human Microbiome Project: An Opportunity to Engage Undergraduates in Research.;Anne G. Rosenwald|Gaurav S. Arora|Janet S. Russell|Jennifer Roecklein-Canfield|Ramana Madupu;ICCS;2012;Est sed aliquam est dolorem dolore.;Relational Databases|NLP|Machine Learning;Feng Chia University;university;Kiyoshi Kiyokawa|Aleksander Berentsen|Eyal Arian;Sed porro dolor numquam eius consectetur ipsum.;accepted
journals/procedia/MartinsQCRT12;The International Classification of Functioning, Disability and Health as a Conceptual Model for the Evaluation of Environmental Factors.;Alexandra Queirós|Ana Isabel Martins|António J. S. Teixeira|Margarida Cerqueira|Nelson Pacheco da Rocha;DSAI;2012;Est sed aliquam est dolorem dolore.;Semantic Data|Data Structures;Stanford University;university;Andrea Miotto|Stefano Eusepi|Jian Liang;Sed porro dolor numquam eius consectetur ipsum.;accepted
journals/procedia/ErcanA10;Iterative learning control of dynamic memory caching to enhance processing performance on java platform.;Mutlu Ercan|Tankut Acarman;ICCS;2010;Est sed aliquam est dolorem dolore.;Semantic Data|Big Data;Simon Fraser University;university;Andrea Gelemanovic|Antonio Nicolò|Hyun-Tae Kim;Sed porro dolor numquam eius consectetur ipsum.;accepted
journals/procedia/XieZW12;A Comprehensive Look at the Predictive Information in Japanese Candlestick.;Haibin Xie|Shouyang Wang|Xiujuan Zhao;ICCS;2012;Est sed aliquam est dolorem dolore.;Data Structures|Data Mining;University of Texas MD Anderson Cancer Center;university;O. E. Bronson Messer|Renzhong Wang|Daniel Kuan Li Oi;Sed porro dolor numquam eius consectetur ipsum.;accepted
journals/procedia/HelgasonBEPH11;This Pervasive Day: Creative, Interactive Methods for Encouraging Public Engagement with FET Research.;Ben Paechter|Callum Egan|Emma Hart|Ingi Helgason|Jay Bradley;FET;2011;Est sed aliquam est dolorem dolore.;Machine Learning;Heriot-Watt University;university;Thomas Demuynck|Tobias Petri|Andreas Holzinger;Sed porro dolor numquam eius consectetur ipsum.;accepted
journals/procedia/MrazovaR11;Sensitivity-based SCG-training of BP-networks.;Iveta Mrázová|Zuzana Reitermanová;Complex Adaptive Systems;2011;Est sed aliquam est dolorem dolore.;Semantic Data;Yale University;university;Kevin Macnish|Michael Beeson|Amir Herzberg;Sed porro dolor numquam eius consectetur ipsum.;accepted
journals/procedia/Abu-ZahraSRP12;Independent Protection of Different Layers in Spatially Scalable Video Coding.;Ala Abu-Zahra|Amjad Rattrout|William Puech|Zafar Shahid;ANT/MobiWIS;2012;Est sed aliquam est dolorem dolore.;Relational Databases;Samsung Electronics;company;Teck-Hou Teng|Sri Hari Krishna Narayanan|Maria Saez-Marti;Sed porro dolor numquam eius consectetur ipsum.;accepted
journals/procedia/Abdel-RaheemK13;Modeling Combinatorial Optimization Problems using Electimize.;Ahmed Khalafallah|Mohamed Abdel-Raheem;CSER;2013;Est sed aliquam est dolorem dolore.;Data Structures;Leiden University;university;Dong-Ju Kim|Valérie Racine|Mario Tirelli;Sed porro dolor numquam eius consectetur ipsum.;accepted
journals/procedia/VirsedaM11;An Innovative Teaching Tool based on Semantic Tableaux for Verification and Debugging of Imperative Programs.;Fernando Pérez Morente|Rafael del Vado Vírseda;ICCS;2011;Est sed aliquam est dolorem dolore.;Data Engineering|Data Mining;"University of Eastern Piedmont ""Amedeo Avogadro"",Italy,33,367,567,218,693,623,645,540,739,44.46,2015
631,""Open University (UK)";university;Oluf Roar Bjørset Tonning|Yang Zhang|Toshiyuki Amagasa;Sed porro dolor numquam eius consectetur ipsum.;accepted
journals/procedia/FarrellP12;Performance of IEEE 802.11 MAC in Underwater Wireless Channels.;Alan C. Farrell|Jun Peng;ANT/MobiWIS;2012;Est sed aliquam est dolorem dolore.;Data Structures|Data Engineering;Graz University of Technology;university;Evan Piermont|Tim Revell|Anoop Korattikara Balan;Sed porro dolor numquam eius consectetur ipsum.;accepted
journals/procedia/TessonL11;AVerified Bulk Synchronous ParallelMLHeat Diffusion Simulation.;Frédéric Loulergue|Julien Tesson;ICCS;2011;Est sed aliquam est dolorem dolore.;Data Mining;Chevron;company;Hasan Erdinc Kocer|Li Wan|Mohammed M. I. Awad;Sed porro dolor numquam eius consectetur ipsum.;accepted
journals/procedia/AbramsonBEGPMA10;Automatic design optimization using parallel workflows.;Anushka Michailova|Blair Bethwaite|Colin Enticott|David Abramson|Saleh Amirriazi|Slavisa Garic|Tom Peachey;ICCS;2010;Est sed aliquam est dolorem dolore.;High Performance Computing|Data Engineering|Data Mining;Nanjing University of Science and Technology;university;Tom Kelsey|M. Manzur Murshed|Chen-Tse Tsai;Sed porro dolor numquam eius consectetur ipsum.;accepted
journals/procedia/OzcelikPC11;Two-Axis Solar Tracker Analysis and Control for Maximum Power Generation.;Harish Prakash|Rajab Challoo|Selahattin Ozcelik;Complex Adaptive Systems;2011;Est sed aliquam est dolorem dolore.;High Performance Computing|Relational Databases|Big Data;University of SÃ£o Paulo;university;Ricardo Neisse|Harry Dankowicz|Ehud Kalai;Sed porro dolor numquam eius consectetur ipsum.;accepted
journals/procedia/AssousT10;A new asymptotic approximate model for the Vlasov-Maxwell equations.;Felix Tsipis|Franck Assous;ICCS;2010;Est sed aliquam est dolorem dolore.;Machine Learning|High Performance Computing;California Institute of Technology;university;Sebastian Kerkhoff|Eric Danan|Jesús Aranda;Sed porro dolor numquam eius consectetur ipsum.;accepted
journals/procedia/PlantengaCY12;Using Performance Measurements to Improve MapReduce Algorithms.;Ann Yoshimura|Todd D. Plantenga|Yung Ryn Choe;ICCS;2012;Est sed aliquam est dolorem dolore.;Data Mining;University of Vermont;university;Nguyen Thai-Nghe|Luis Rayo|Ergun Gide;Sed porro dolor numquam eius consectetur ipsum.;accepted
journals/procedia/MaO11;An evolutionary computation attack on one-round TEA.;Charlie Obimbo|Eddie Yee-Tak Ma;Complex Adaptive Systems;2011;Est sed aliquam est dolorem dolore.;Semantic Data|Big Data|Relational Databases;Amgen;company;Atheer S. Al-Khalifa|Nicole M. A. Huijts|Manoel B. Campêlo;Sed porro dolor numquam eius consectetur ipsum.;accepted
